long,lat,group,order,region,subregion,Cases,Incidence_avg,Incidence_alt,PopulationAvg,n_tower,Cent_lon,Cent_lat
-73.7568588256836,42.817138671875,1,15,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7453918457031,42.817138671875,1,16,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7224807739258,42.811408996582,1,17,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7110214233399,42.7884902954102,1,18,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.676643371582,42.7884902954102,1,19,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7224807739258,42.6968154907227,1,20,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7396621704102,42.6681671142578,1,21,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7453918457031,42.6337890625,1,22,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7625885009766,42.6108741760254,1,23,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7568588256836,42.5994110107422,1,24,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7625885009766,42.5707626342773,1,25,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7740478515625,42.5306549072266,1,26,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-73.7854995727539,42.4676284790039,1,27,new york,albany,56,3.65200965138583,3.64893825670672,306938.6,308,-73.9744248047367,42.6041573751843
-78.208740234375,41.9978065490723,2,29,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-78.3118667602539,42.0035362243652,2,30,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-78.3061447143555,42.5191993713379,2,31,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-78.0540390014649,42.5191993713379,2,32,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-78.0483093261719,42.5134658813477,2,33,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-77.8477783203125,42.5134658813477,2,34,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-77.8477783203125,42.4676284790039,2,35,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-77.7331771850586,42.4676284790039,2,36,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-77.7331771850586,42.4160652160645,2,37,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
-77.7389144897461,42.4160652160645,2,38,new york,allegany,21,9.00559437765808,9.00186467196776,46657,31,-78.0335356467831,42.2565568372536
